@relation 'after changing values-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.supervised.instance.Resample-B0.0-S1-Z4.0-weka.filters.unsupervised.attribute.Remove-R4,8-10,12-13,17-18,20'

@attribute Product_Category {'Traditional Wear',Outerwear,Athleisure,Bottoms,Tops}
@attribute Brand {'Forever 21',Wrangler,Uniqlo,Reebok,Gucci,'Louis Vuitton','Calvin Klein',Zara,Diesel,Versace,Levi’s,Balenciaga,Puma,'Under Armour',Adidas,'Ralph Lauren',GAP,Nike,'Tommy Hilfiger',H&M}
@attribute Product_Name {Tops,Hoodie,Trousers,Skirt,T-Shirt,Leggings,Shorts,'Polo Shirt',Palazzo,Dress,Jeans,Saree,'Casual Shirt',Sweatshirt,'Formal Shirt',Jacket,Jumpsuit,Kurta,'Track Pants',Blazer}
@attribute Size {S,M,XXL,XL,L}
@attribute Color {White,Purple,Orange,Pink,Green,Blue,Black,Red,Yellow}
@attribute Season {Winter,All-Season,Summer}
@attribute Cost_Price {Medium,Low,High}
@attribute Total_Sales {Medium,High,'Very High',Low}
@attribute Stock_Availability {Medium,High,Low}
@attribute Customer_Age {Elder,Senior,Adult,Teen}
@attribute Return_Rate {High,Low,Medium}
@attribute Sales_Category {'High Sales','Low Sales','Medium Sales'}

@data
'Traditional Wear',Puma,Leggings,XL,Red,Summer,Medium,Medium,Low,Teen,Low,'Low Sales'
Outerwear,Balenciaga,Sweatshirt,M,Purple,Winter,Medium,Medium,Medium,Adult,High,'Low Sales'
'Traditional Wear',Versace,Dress,L,Red,All-Season,Medium,Medium,High,Teen,High,'Low Sales'
'Traditional Wear','Louis Vuitton',Hoodie,S,Green,Winter,Medium,High,Medium,Teen,Low,'Low Sales'
Athleisure,'Forever 21',Skirt,XL,Black,Winter,Medium,High,High,Teen,High,'Low Sales'
Bottoms,'Calvin Klein',Sweatshirt,S,Orange,Summer,Medium,Medium,High,Adult,High,'Low Sales'
Athleisure,Adidas,'Polo Shirt',L,Pink,All-Season,Medium,Medium,Low,Teen,Medium,'Low Sales'
'Traditional Wear','Tommy Hilfiger',Trousers,XXL,Purple,Winter,Medium,Medium,Low,Senior,High,'Low Sales'
'Traditional Wear',Zara,Palazzo,S,White,Summer,Medium,High,High,Elder,Low,'Low Sales'
'Traditional Wear',Balenciaga,'Formal Shirt',XXL,White,Summer,Medium,High,Medium,Adult,Low,'Low Sales'
'Traditional Wear',Balenciaga,Hoodie,XL,Pink,All-Season,Medium,High,Medium,Adult,High,'Low Sales'
Tops,Adidas,Jacket,M,White,All-Season,Low,High,Medium,Teen,High,'Low Sales'
Tops,'Calvin Klein',Sweatshirt,XXL,Black,Winter,Medium,Medium,High,Senior,High,'Low Sales'
Outerwear,H&M,T-Shirt,M,Orange,All-Season,Medium,High,Medium,Adult,Low,'Low Sales'
Athleisure,Nike,Palazzo,L,Black,Winter,Medium,High,Low,Senior,Low,'Low Sales'
Tops,Wrangler,Trousers,XL,Green,All-Season,Medium,High,High,Teen,Low,'Low Sales'
Athleisure,Nike,T-Shirt,L,Orange,Winter,Medium,Medium,Low,Teen,High,'Low Sales'
'Traditional Wear',Versace,'Track Pants',XXL,Blue,All-Season,Medium,Medium,Medium,Elder,Medium,'Low Sales'
Bottoms,GAP,Jumpsuit,XXL,Red,Winter,Low,Medium,High,Senior,High,'Low Sales'
Tops,'Tommy Hilfiger',Tops,M,White,All-Season,Medium,High,Low,Elder,Medium,'Low Sales'
Bottoms,'Under Armour','Track Pants',L,Blue,All-Season,Medium,Medium,High,Adult,Medium,'Low Sales'
Athleisure,Gucci,Trousers,L,Blue,All-Season,Medium,Medium,High,Elder,Low,'Low Sales'
Athleisure,'Forever 21',Leggings,XXL,Red,Winter,Medium,Low,Low,Elder,High,'Low Sales'
Tops,GAP,Saree,XXL,Blue,Winter,Medium,Medium,Low,Adult,High,'Low Sales'
Athleisure,Puma,Saree,S,Purple,Winter,Medium,High,Medium,Teen,High,'Low Sales'
'Traditional Wear',Adidas,Leggings,S,Purple,All-Season,Medium,High,High,Elder,Low,'Low Sales'
Bottoms,Zara,'Formal Shirt',M,Pink,Winter,Medium,Medium,High,Elder,High,'Low Sales'
'Traditional Wear',Adidas,Jeans,XXL,Pink,Winter,Medium,Medium,Medium,Elder,Medium,'Low Sales'
Tops,Uniqlo,Kurta,XL,Pink,All-Season,Medium,Medium,Medium,Senior,Medium,'Low Sales'
Outerwear,Balenciaga,Jacket,XL,Black,Winter,Medium,Medium,High,Adult,High,'Low Sales'
'Traditional Wear','Forever 21','Formal Shirt',L,Black,All-Season,Medium,Medium,Medium,Teen,High,'Low Sales'
Athleisure,Uniqlo,Leggings,XL,Yellow,All-Season,Medium,Medium,High,Teen,Medium,'Low Sales'
Bottoms,Balenciaga,'Polo Shirt',XL,Blue,Winter,Low,Medium,Low,Teen,Medium,'Low Sales'
Tops,Gucci,Dress,L,Purple,Summer,Medium,Medium,Low,Senior,Medium,'Low Sales'
Tops,'Under Armour',Shorts,S,Red,Summer,Medium,Medium,Low,Senior,Medium,'Low Sales'
Outerwear,Versace,Tops,S,Black,Summer,Medium,Medium,Low,Adult,Low,'Low Sales'
'Traditional Wear',Balenciaga,Hoodie,XL,White,Summer,Medium,High,Medium,Teen,Low,'Low Sales'
Bottoms,'Forever 21',Jeans,S,Red,All-Season,Medium,Medium,Medium,Adult,Medium,'Low Sales'
Outerwear,'Tommy Hilfiger',Jeans,XL,Blue,All-Season,Medium,Medium,Medium,Adult,High,'Low Sales'
Tops,Gucci,T-Shirt,M,Orange,All-Season,Medium,Medium,Low,Senior,Medium,'Low Sales'
Athleisure,Balenciaga,Leggings,M,Blue,Summer,Medium,Medium,Medium,Adult,Medium,'Low Sales'
'Traditional Wear',H&M,Blazer,S,Black,Winter,Medium,High,Low,Adult,High,'Low Sales'
Athleisure,Balenciaga,Jumpsuit,XXL,Yellow,All-Season,Medium,Medium,Medium,Adult,High,'Low Sales'
Bottoms,Wrangler,Shorts,S,Yellow,Winter,Medium,Medium,Low,Elder,Low,'Low Sales'
Outerwear,Zara,'Formal Shirt',S,Blue,Winter,Medium,High,Medium,Adult,Low,'Low Sales'
Bottoms,Diesel,'Formal Shirt',S,Black,All-Season,Medium,Medium,High,Senior,High,'Low Sales'
Tops,Levi’s,Sweatshirt,XXL,White,All-Season,Medium,High,Low,Teen,Low,'Low Sales'
Athleisure,Levi’s,Skirt,XXL,Orange,Winter,Low,High,Low,Teen,High,'Low Sales'
Bottoms,'Under Armour',Saree,M,Green,All-Season,Medium,'Very High',High,Elder,Low,'Low Sales'
Athleisure,'Ralph Lauren',Jumpsuit,M,Orange,Winter,Medium,High,Low,Senior,Low,'Low Sales'
Tops,Gucci,Blazer,S,Orange,Winter,Medium,Medium,Low,Teen,High,'Low Sales'
Athleisure,Gucci,Jeans,M,Green,Summer,Medium,Medium,Medium,Adult,Medium,'Low Sales'
'Traditional Wear',Balenciaga,Saree,S,Orange,Summer,Medium,Medium,Low,Teen,Medium,'Low Sales'
'Traditional Wear','Forever 21',Shorts,M,Red,Summer,High,High,Low,Teen,High,'Low Sales'
'Traditional Wear',Diesel,Blazer,S,White,Winter,Medium,Medium,High,Adult,High,'Low Sales'
Outerwear,Nike,Skirt,M,Blue,Winter,Medium,High,Medium,Elder,High,'Low Sales'
Outerwear,Diesel,Tops,XXL,Red,Summer,Medium,Medium,High,Senior,Low,'Low Sales'
'Traditional Wear',Adidas,Palazzo,XL,Purple,Summer,Medium,Medium,Low,Adult,Medium,'Low Sales'
Tops,'Forever 21',Kurta,S,Orange,Winter,Medium,Medium,Low,Teen,Low,'Low Sales'
Outerwear,Wrangler,Shorts,S,Yellow,Winter,Medium,High,High,Elder,Medium,'Low Sales'
Athleisure,Gucci,'Polo Shirt',XL,Red,Winter,Medium,Medium,High,Elder,High,'Low Sales'
Athleisure,Puma,Skirt,L,Black,All-Season,Medium,Medium,High,Adult,Low,'Low Sales'
Outerwear,'Under Armour',Leggings,L,Black,All-Season,Medium,Medium,Low,Elder,Medium,'Low Sales'
Athleisure,Diesel,'Track Pants',L,Blue,All-Season,Medium,High,High,Senior,High,'Low Sales'
Tops,'Ralph Lauren','Formal Shirt',XXL,Black,Summer,Medium,Medium,High,Senior,Low,'Low Sales'
Athleisure,Gucci,Kurta,XL,Green,Summer,Medium,Medium,Low,Adult,Low,'Low Sales'
Tops,Uniqlo,Palazzo,L,Black,All-Season,Medium,High,High,Teen,Low,'Low Sales'
Bottoms,'Calvin Klein',Trousers,XXL,Orange,Summer,Medium,Medium,High,Teen,Medium,'Low Sales'
'Traditional Wear','Forever 21',Saree,XL,Yellow,All-Season,Medium,High,Medium,Adult,Medium,'Low Sales'
Bottoms,'Calvin Klein',Blazer,M,Green,Winter,Medium,Medium,Medium,Elder,Low,'Low Sales'
Bottoms,'Louis Vuitton',Jumpsuit,L,Purple,All-Season,Medium,High,High,Teen,High,'Low Sales'
Bottoms,'Ralph Lauren',Leggings,S,Purple,All-Season,Medium,Medium,Low,Elder,Medium,'Low Sales'
Outerwear,Puma,Shorts,XXL,Red,All-Season,Medium,Medium,Low,Senior,Medium,'Low Sales'
'Traditional Wear',Balenciaga,Jumpsuit,S,Pink,Summer,Medium,Medium,Medium,Senior,Low,'Low Sales'
'Traditional Wear',H&M,T-Shirt,L,Purple,All-Season,Medium,Medium,Low,Elder,Medium,'Low Sales'
Outerwear,'Tommy Hilfiger',Jacket,L,Purple,Summer,High,Medium,Medium,Teen,Low,'Low Sales'
Athleisure,Diesel,Palazzo,S,Purple,All-Season,Medium,High,High,Elder,Low,'Low Sales'
Athleisure,Nike,Tops,XL,Black,All-Season,Medium,Medium,Medium,Teen,High,'Low Sales'
Outerwear,Versace,Leggings,M,White,Summer,Low,Medium,Low,Elder,Low,'Low Sales'
'Traditional Wear',Levi’s,Skirt,XL,Black,Summer,Medium,High,High,Adult,High,'Low Sales'
Bottoms,'Ralph Lauren',Jeans,S,Pink,Summer,Low,Medium,Low,Teen,Medium,'Low Sales'
Bottoms,Uniqlo,Tops,S,White,Winter,Medium,Low,Medium,Elder,Low,'Low Sales'
'Traditional Wear',Gucci,Kurta,M,Orange,Summer,Medium,Medium,Medium,Senior,Medium,'Low Sales'
Outerwear,Zara,Dress,S,Green,Winter,Medium,Medium,Medium,Senior,Medium,'Low Sales'
Tops,'Tommy Hilfiger',Dress,L,Green,Winter,Low,High,Medium,Adult,Low,'Low Sales'
Outerwear,'Ralph Lauren',Jumpsuit,S,Yellow,All-Season,Medium,High,Medium,Senior,High,'Low Sales'
Outerwear,'Forever 21','Track Pants',S,Black,Winter,Medium,High,High,Senior,Low,'Low Sales'
'Traditional Wear',Reebok,Leggings,XXL,White,Summer,Medium,Low,Low,Senior,High,'Low Sales'
Tops,'Calvin Klein',Sweatshirt,S,Orange,Winter,Medium,High,Low,Adult,High,'Low Sales'
Tops,Gucci,Palazzo,L,Purple,Summer,Low,High,Medium,Adult,Medium,'Low Sales'
Outerwear,'Under Armour',Jeans,S,Purple,All-Season,Medium,Medium,Medium,Senior,Low,'Low Sales'
Athleisure,'Tommy Hilfiger',Saree,XXL,Black,All-Season,Medium,High,Medium,Senior,Medium,'Low Sales'
Outerwear,Zara,Hoodie,M,Pink,Winter,Medium,Medium,Medium,Adult,Low,'Low Sales'
Athleisure,'Louis Vuitton',Kurta,S,Yellow,All-Season,Low,Medium,Low,Elder,High,'Low Sales'
Tops,'Ralph Lauren','Polo Shirt',XXL,Blue,Winter,Medium,High,Medium,Adult,Low,'Low Sales'
Bottoms,'Ralph Lauren',Blazer,M,Red,All-Season,Medium,High,Medium,Elder,High,'Low Sales'
Bottoms,Versace,Dress,M,Pink,Summer,Medium,Medium,High,Senior,High,'Low Sales'
Athleisure,'Calvin Klein',Palazzo,XXL,Orange,All-Season,High,Medium,High,Senior,Low,'Low Sales'
Bottoms,'Louis Vuitton','Formal Shirt',XXL,Pink,All-Season,Medium,Medium,Medium,Adult,Low,'Low Sales'
'Traditional Wear',Reebok,'Casual Shirt',XL,Green,All-Season,Medium,High,Medium,Adult,High,'Low Sales'
Athleisure,'Forever 21',T-Shirt,L,Black,Winter,Medium,High,High,Senior,Low,'Low Sales'
Athleisure,Puma,Tops,L,White,All-Season,High,Medium,High,Elder,Low,'Low Sales'
'Traditional Wear','Ralph Lauren',Jumpsuit,XXL,Purple,Summer,Medium,Medium,Low,Elder,Medium,'Low Sales'
Bottoms,Reebok,Skirt,S,Green,Summer,Medium,High,Medium,Senior,Low,'Low Sales'
Athleisure,'Ralph Lauren',Skirt,XXL,Green,All-Season,Medium,High,High,Teen,Low,'Low Sales'
Athleisure,Balenciaga,Shorts,XXL,Orange,Summer,Medium,Medium,Medium,Teen,Medium,'Low Sales'
Outerwear,'Forever 21',Jeans,XL,White,Summer,Medium,Medium,Medium,Adult,High,'Low Sales'
Outerwear,Versace,Tops,S,White,All-Season,Medium,High,Medium,Elder,Medium,'Low Sales'
Outerwear,'Louis Vuitton',Palazzo,XXL,Orange,Winter,Medium,High,High,Senior,High,'Low Sales'
Outerwear,'Calvin Klein',Palazzo,M,Pink,Winter,Medium,High,High,Teen,Low,'Low Sales'
Bottoms,Nike,Skirt,XL,Pink,Summer,Medium,Medium,Medium,Teen,High,'Low Sales'
Tops,Diesel,Trousers,S,Yellow,Summer,Medium,High,Medium,Elder,Medium,'Low Sales'
Outerwear,'Forever 21',Kurta,L,Green,Winter,Medium,High,High,Elder,Low,'Low Sales'
Outerwear,Balenciaga,Sweatshirt,XL,Red,Winter,Low,High,Medium,Teen,High,'Low Sales'
Outerwear,Versace,Jacket,XL,Purple,All-Season,High,High,Medium,Elder,Low,'Low Sales'
Bottoms,'Tommy Hilfiger',Saree,S,White,All-Season,Medium,High,Medium,Senior,Low,'Low Sales'
Outerwear,'Calvin Klein','Track Pants',S,Orange,Winter,Medium,High,High,Senior,High,'Low Sales'
Athleisure,'Calvin Klein','Formal Shirt',S,Green,All-Season,Medium,High,Medium,Elder,Medium,'Low Sales'
Outerwear,H&M,Saree,M,Orange,Summer,Medium,Medium,Low,Senior,Medium,'Low Sales'
Athleisure,Levi’s,Shorts,XL,Orange,Winter,Medium,Medium,High,Senior,Low,'Low Sales'
Athleisure,Gucci,Saree,S,Pink,All-Season,Medium,High,Medium,Senior,High,'Low Sales'
Tops,Uniqlo,Saree,L,White,Summer,Medium,Medium,Medium,Teen,Low,'Low Sales'
Tops,Wrangler,'Casual Shirt',S,Pink,Summer,Medium,High,Low,Senior,High,'Low Sales'
'Traditional Wear','Louis Vuitton',Jacket,XXL,Orange,Summer,Medium,High,Low,Senior,High,'Low Sales'
Outerwear,Wrangler,Leggings,XL,Yellow,All-Season,Medium,High,High,Elder,Low,'Low Sales'
Tops,Versace,Jumpsuit,S,Green,All-Season,Medium,Medium,High,Senior,High,'Low Sales'
Athleisure,Wrangler,T-Shirt,XL,White,All-Season,Medium,High,Medium,Adult,High,'Low Sales'
Bottoms,Balenciaga,Sweatshirt,M,Red,All-Season,Medium,Medium,High,Adult,High,'Low Sales'
'Traditional Wear',H&M,Skirt,L,Blue,Winter,Medium,High,Medium,Elder,Low,'Low Sales'
Athleisure,H&M,'Polo Shirt',XXL,Yellow,Winter,Medium,Medium,High,Senior,High,'Low Sales'
Outerwear,Uniqlo,Sweatshirt,XL,Green,Summer,Medium,High,High,Teen,Medium,'Low Sales'
Tops,H&M,Palazzo,S,Purple,All-Season,Medium,Medium,High,Adult,Medium,'Low Sales'
Outerwear,Puma,'Track Pants',XL,Pink,Winter,Medium,Medium,High,Elder,Low,'Low Sales'
Outerwear,Adidas,'Casual Shirt',XL,Red,All-Season,High,Medium,Low,Elder,High,'Low Sales'
Tops,'Under Armour',T-Shirt,S,Blue,Winter,Medium,High,Low,Senior,Medium,'Low Sales'
Outerwear,Balenciaga,Shorts,M,Pink,All-Season,Medium,High,Low,Adult,Medium,'Low Sales'
Bottoms,Reebok,'Formal Shirt',L,Green,Winter,Medium,Medium,Medium,Senior,Low,'Low Sales'
Tops,Balenciaga,Shorts,L,Blue,Summer,Medium,High,Low,Teen,Medium,'Low Sales'
Athleisure,Diesel,Tops,XXL,Red,All-Season,Medium,Medium,Medium,Teen,Medium,'Low Sales'
'Traditional Wear',Reebok,Trousers,S,White,Winter,Low,Medium,Medium,Senior,Low,'Low Sales'
'Traditional Wear',Levi’s,Jacket,M,Black,Summer,Medium,Medium,Low,Teen,High,'Low Sales'
Bottoms,Balenciaga,Leggings,L,Green,Winter,Medium,Medium,Low,Senior,High,'Low Sales'
Tops,'Forever 21',Shorts,XL,Red,All-Season,Low,Medium,Medium,Teen,High,'Low Sales'
Outerwear,Adidas,Tops,L,Pink,Summer,Medium,Medium,Medium,Elder,Medium,'Low Sales'
Tops,'Calvin Klein','Casual Shirt',S,Red,Summer,Medium,Medium,High,Elder,Low,'Low Sales'
Outerwear,Wrangler,'Formal Shirt',S,Black,Summer,Medium,High,Medium,Teen,Medium,'Low Sales'
Bottoms,GAP,Blazer,L,Green,Winter,Medium,Medium,High,Adult,Low,'Low Sales'
Outerwear,'Forever 21',T-Shirt,S,Yellow,All-Season,Medium,High,High,Senior,High,'Low Sales'
'Traditional Wear',Reebok,Skirt,XXL,Black,Winter,Low,Medium,Medium,Teen,Medium,'Low Sales'
Bottoms,Adidas,Palazzo,XL,Green,All-Season,High,High,Medium,Adult,High,'Low Sales'
Outerwear,'Ralph Lauren',Jeans,M,Black,Winter,Medium,Medium,Low,Adult,High,'Low Sales'
Tops,'Louis Vuitton',Trousers,L,Orange,All-Season,Medium,Medium,Low,Adult,Low,'Low Sales'
Tops,Gucci,Palazzo,M,Orange,Summer,Medium,Medium,High,Adult,Low,'Low Sales'
'Traditional Wear','Tommy Hilfiger',Kurta,M,Orange,Summer,Medium,Medium,High,Elder,Low,'Low Sales'
Outerwear,'Calvin Klein','Polo Shirt',S,Pink,Summer,Medium,Medium,Medium,Elder,Medium,'Low Sales'
Outerwear,Versace,Saree,XL,Black,Winter,Medium,High,Low,Senior,Medium,'Low Sales'
'Traditional Wear',Uniqlo,Blazer,L,Green,All-Season,Low,Medium,Low,Elder,Low,'Low Sales'
'Traditional Wear',Balenciaga,Jumpsuit,L,Pink,All-Season,Medium,Medium,High,Elder,Low,'Low Sales'
Outerwear,Gucci,Skirt,S,Red,Winter,Medium,Medium,Medium,Adult,High,'Low Sales'
Tops,Levi’s,Blazer,XL,Red,Summer,Medium,High,Medium,Elder,High,'Low Sales'
'Traditional Wear',Puma,Skirt,XL,Black,All-Season,Medium,Medium,High,Adult,High,'Low Sales'
Outerwear,Uniqlo,Sweatshirt,S,Red,All-Season,Medium,Medium,High,Teen,Low,'Low Sales'
Tops,Puma,Dress,S,Red,All-Season,Medium,High,Medium,Elder,High,'Low Sales'
'Traditional Wear',Wrangler,Trousers,L,Purple,Winter,Medium,Medium,High,Senior,Low,'Low Sales'
'Traditional Wear',Wrangler,Tops,M,Blue,All-Season,Medium,High,High,Senior,High,'Low Sales'
Athleisure,Versace,Saree,L,Orange,Summer,Medium,High,Medium,Elder,Medium,'Low Sales'
Bottoms,Wrangler,Sweatshirt,L,Yellow,Winter,Medium,Medium,Low,Adult,Medium,'Low Sales'
Athleisure,Diesel,Tops,S,Purple,Winter,Low,High,Medium,Teen,Medium,'Low Sales'
Bottoms,Reebok,Kurta,XL,Pink,Summer,Medium,High,Medium,Elder,Medium,'Low Sales'
Athleisure,Wrangler,'Track Pants',XXL,Orange,Summer,Medium,Medium,Low,Teen,High,'Low Sales'
Outerwear,Adidas,'Formal Shirt',XXL,Orange,Summer,Medium,Medium,High,Teen,Medium,'Low Sales'
Outerwear,'Tommy Hilfiger',Sweatshirt,XL,Black,All-Season,Medium,Medium,Medium,Senior,Medium,'Low Sales'
Outerwear,Gucci,Jeans,XL,Orange,All-Season,Medium,Medium,Medium,Teen,Medium,'Low Sales'
Bottoms,Diesel,Trousers,M,Red,Winter,Medium,High,High,Adult,Low,'Low Sales'
Outerwear,Puma,Sweatshirt,L,White,Summer,Medium,Medium,High,Teen,High,'Low Sales'
Tops,Reebok,Sweatshirt,S,Purple,Summer,Medium,Medium,Low,Teen,High,'Low Sales'
Tops,Versace,Shorts,S,Blue,Winter,Low,Medium,Low,Senior,Low,'Low Sales'
Bottoms,Versace,Palazzo,M,White,All-Season,Medium,Medium,Low,Teen,Low,'Low Sales'
Bottoms,Versace,Trousers,L,Blue,All-Season,Medium,Medium,Medium,Senior,Medium,'Low Sales'
Tops,GAP,'Track Pants',XL,Black,Winter,Medium,'Very High',Medium,Senior,High,'Low Sales'
Tops,'Forever 21','Formal Shirt',S,Blue,Winter,Low,High,Low,Senior,Low,'Low Sales'
'Traditional Wear','Ralph Lauren',Sweatshirt,XXL,Red,All-Season,Medium,Medium,High,Senior,Low,'Low Sales'
Outerwear,Diesel,Jumpsuit,XL,Black,Winter,Medium,Medium,Medium,Senior,Low,'Low Sales'
Bottoms,Zara,'Polo Shirt',XL,Purple,Winter,Medium,High,Low,Teen,Low,'Low Sales'
Athleisure,Zara,Kurta,XL,White,All-Season,Medium,Medium,Medium,Senior,Low,'Low Sales'
Outerwear,'Ralph Lauren',Shorts,M,Purple,Summer,Medium,Medium,Medium,Adult,Medium,'Low Sales'
Athleisure,'Tommy Hilfiger',Sweatshirt,M,White,Winter,Medium,High,High,Elder,Medium,'Low Sales'
Bottoms,Puma,Tops,M,Pink,Winter,Medium,High,Medium,Adult,Medium,'Low Sales'
Tops,Wrangler,Kurta,XXL,Blue,All-Season,Medium,High,Medium,Teen,Low,'Low Sales'
'Traditional Wear',Levi’s,Palazzo,L,Purple,Summer,Medium,Medium,Medium,Senior,Medium,'Low Sales'
Outerwear,'Louis Vuitton',Jacket,XL,Pink,Summer,Medium,High,Low,Adult,Low,'Low Sales'
Bottoms,Balenciaga,Dress,XL,White,Summer,Medium,High,Low,Teen,High,'Low Sales'
Tops,'Forever 21','Casual Shirt',XL,Orange,Winter,Medium,Medium,Low,Teen,Low,'Low Sales'
'Traditional Wear','Under Armour',Leggings,XL,Red,Summer,High,High,Low,Teen,High,'Low Sales'
Tops,Puma,Kurta,L,Orange,Summer,Medium,Medium,Low,Elder,Low,'Low Sales'
Bottoms,Versace,Jumpsuit,XL,Purple,Summer,Medium,Medium,High,Teen,Medium,'Low Sales'
Tops,Levi’s,Trousers,M,Yellow,Summer,Medium,Medium,Low,Teen,Medium,'Low Sales'
Bottoms,Diesel,Jeans,XXL,Red,Summer,Medium,High,High,Elder,Low,'Low Sales'
Bottoms,H&M,T-Shirt,XXL,Black,All-Season,Medium,High,Medium,Senior,Low,'Low Sales'
Bottoms,Uniqlo,Palazzo,XL,Pink,Summer,Medium,High,High,Teen,Low,'Low Sales'
Athleisure,Balenciaga,'Casual Shirt',S,Purple,All-Season,Low,High,Low,Senior,High,'Low Sales'
Tops,Diesel,Jeans,XXL,White,All-Season,Medium,High,High,Adult,High,'Low Sales'
Tops,Uniqlo,Kurta,XXL,Purple,Summer,Low,Medium,Medium,Teen,Low,'Low Sales'
Tops,Balenciaga,'Formal Shirt',XXL,Purple,All-Season,Medium,Medium,High,Teen,Medium,'Low Sales'
Athleisure,Zara,Sweatshirt,M,Blue,All-Season,Medium,Medium,Medium,Elder,Low,'Low Sales'
Bottoms,Zara,'Track Pants',M,Blue,Summer,Medium,High,Low,Senior,Medium,'Low Sales'
'Traditional Wear','Ralph Lauren',Jumpsuit,XL,Green,Summer,Low,High,Low,Teen,Low,'Low Sales'
Athleisure,Gucci,'Polo Shirt',M,Pink,Summer,Medium,Medium,Medium,Teen,Low,'Low Sales'
Bottoms,'Under Armour',Shorts,XXL,Purple,Summer,Low,Medium,Medium,Senior,High,'Low Sales'
'Traditional Wear',Diesel,Jumpsuit,S,Orange,Summer,Medium,Medium,Low,Teen,Low,'Low Sales'
Athleisure,'Ralph Lauren','Casual Shirt',XL,Green,Summer,Medium,Medium,High,Adult,Low,'Low Sales'
Bottoms,Adidas,Dress,S,Blue,All-Season,Medium,Medium,Medium,Adult,Medium,'Low Sales'
Outerwear,Reebok,Jumpsuit,XXL,Green,Summer,Medium,High,High,Adult,High,'Low Sales'
Athleisure,Nike,'Formal Shirt',XL,Purple,All-Season,Medium,Medium,High,Elder,High,'Low Sales'
'Traditional Wear',Diesel,Palazzo,L,Purple,Winter,Low,Medium,Low,Elder,Medium,'Low Sales'
Outerwear,'Under Armour',Hoodie,XL,Purple,Winter,Medium,High,Low,Teen,Low,'Low Sales'
Outerwear,Puma,'Polo Shirt',L,White,Summer,Medium,Medium,Low,Senior,Medium,'Low Sales'
Outerwear,GAP,Jumpsuit,M,Purple,Winter,Medium,High,Low,Senior,High,'Low Sales'
Tops,Wrangler,Kurta,L,Orange,All-Season,Medium,Medium,High,Senior,Medium,'Low Sales'
Tops,'Calvin Klein',Jumpsuit,S,Black,Winter,Low,High,High,Elder,High,'Low Sales'
Bottoms,'Louis Vuitton',Jacket,S,Pink,All-Season,Medium,Medium,Low,Senior,Low,'Low Sales'
Tops,'Calvin Klein',Jacket,M,Black,Winter,Medium,Medium,High,Teen,Medium,'Low Sales'
Tops,Zara,Dress,XL,Purple,All-Season,Medium,High,Low,Senior,High,'Low Sales'
Outerwear,GAP,Trousers,S,Pink,All-Season,Medium,Medium,Low,Senior,High,'Low Sales'
Outerwear,'Louis Vuitton',Trousers,XL,Black,All-Season,Medium,High,Low,Senior,Medium,'Low Sales'
'Traditional Wear',Uniqlo,Kurta,XXL,Orange,Winter,Medium,Medium,Medium,Teen,Low,'Low Sales'
Bottoms,Adidas,Sweatshirt,L,Green,Winter,Medium,High,High,Teen,Low,'Low Sales'
Athleisure,Nike,Skirt,XXL,Green,Winter,Medium,High,Medium,Teen,Medium,'Low Sales'
Athleisure,H&M,Blazer,L,Green,Winter,Medium,Medium,Medium,Teen,High,'Low Sales'
Outerwear,GAP,Trousers,L,Purple,All-Season,Medium,High,High,Teen,Medium,'Low Sales'
Bottoms,Nike,Jumpsuit,S,Black,Winter,Medium,Medium,High,Adult,Low,'Low Sales'
Athleisure,'Ralph Lauren',Leggings,S,Black,Winter,Medium,High,High,Teen,Medium,'Low Sales'
Athleisure,Zara,Jumpsuit,XXL,Blue,All-Season,Medium,Medium,Medium,Senior,High,'Low Sales'
Bottoms,Gucci,Kurta,M,Red,Summer,Medium,Medium,Medium,Senior,Medium,'Low Sales'
Outerwear,Gucci,Sweatshirt,S,Black,Winter,Medium,High,Medium,Elder,High,'Low Sales'
Outerwear,Uniqlo,Blazer,XL,Green,Summer,Medium,High,Medium,Senior,Low,'Low Sales'
Athleisure,Puma,Jacket,XL,Yellow,Summer,Medium,High,Medium,Teen,Low,'Low Sales'
Athleisure,Puma,Leggings,XXL,Green,Summer,Medium,High,Medium,Adult,Medium,'Low Sales'
'Traditional Wear',Adidas,Kurta,XXL,Purple,Winter,Medium,Medium,Medium,Teen,Low,'Low Sales'
Tops,'Forever 21',Trousers,L,Blue,Summer,Medium,High,High,Senior,Medium,'Low Sales'
Bottoms,Zara,Kurta,XXL,Black,Summer,Medium,Medium,Low,Elder,Low,'Low Sales'
Bottoms,Uniqlo,T-Shirt,S,Red,Winter,Medium,High,Low,Senior,Medium,'Low Sales'
Bottoms,'Calvin Klein','Track Pants',XL,White,Winter,Medium,Medium,High,Senior,High,'Low Sales'
Bottoms,Versace,'Track Pants',XXL,Purple,Winter,Low,Medium,Low,Elder,Medium,'Low Sales'
Bottoms,Wrangler,Blazer,L,Yellow,All-Season,Medium,High,Low,Adult,High,'Low Sales'
'Traditional Wear',Zara,Kurta,L,White,All-Season,Medium,Medium,Low,Teen,Low,'Low Sales'
Tops,Gucci,'Polo Shirt',M,Black,Winter,Medium,Medium,Low,Elder,Medium,'Low Sales'
